Area Unit,Area Unit Code,Census Year,Measure,Sex,Value,Value Unit,Value Label,Null Reason
Kaikoura Township,Kaikoura Township,2006,Sex for the census usually resident population count,Female,1113,number,Number of people,
Kaikoura Township,Kaikoura Township,2006,Sex for the census usually resident population count,Total people,2172,number,Number of people,
Kaikoura Township,Kaikoura Township,2013,Sex for the census usually resident population count,Male,936,number,Number of people,
Kaikoura Township,Kaikoura Township,2013,Sex for the census usually resident population count,Female,1035,number,Number of people,
Kaikoura Township,Kaikoura Township,2013,Sex for the census usually resident population count,Total people,1971,number,Number of people,
Kaikoura Rural,Kaikoura Rural,2001,Census usually resident population count,Total people,1377,number,Number of people,
Kaikoura Rural,Kaikoura Rural,2006,Census usually resident population count,Total people,1449,number,Number of people,
Kaikoura Rural,Kaikoura Rural,2013,Census usually resident population count,Total people,1581,number,Number of people,
Kaikoura Rural,Kaikoura Rural,2001,Census night population count,Total people,1482,number,Number of people,
Kaikoura Rural,Kaikoura Rural,2006,Census night population count,Total people,1578,number,Number of people,
Kaikoura Rural,Kaikoura Rural,2013,Census night population count,Total people,1707,number,Number of people,
Kaikoura Rural,Kaikoura Rural,2001,Sex for the census usually resident population count,Male,711,number,Number of people,
Kaikoura Rural,Kaikoura Rural,2001,Sex for the census usually resident population count,Female,666,number,Number of people,
Kaikoura Rural,Kaikoura Rural,2001,Sex for the census usually resident population count,Total people,1377,number,Number of people,
Kaikoura Rural,Kaikoura Rural,2006,Sex for the census usually resident population count,Male,729,number,Number of people,
Kaikoura Rural,Kaikoura Rural,2006,Sex for the census usually resident population count,Female,720,number,Number of people,
Kaikoura Rural,Kaikoura Rural,2006,Sex for the census usually resident population count,Total people,1449,number,Number of people,
Kaikoura Rural,Kaikoura Rural,2013,Sex for the census usually resident population count,Male,783,number,Number of people,
Kaikoura Rural,Kaikoura Rural,2013,Sex for the census usually resident population count,Female,798,number,Number of people,
Kaikoura Rural,Kaikoura Rural,2013,Sex for the census usually resident population count,Total people,1581,number,Number of people,
Golden Bay,Golden Bay,2001,Census usually resident population count,Total people,3603,number,Number of people,
Golden Bay,Golden Bay,2006,Census usually resident population count,Total people,3678,number,Number of people,
Golden Bay,Golden Bay,2013,Census usually resident population count,Total people,3756,number,Number of people,
Golden Bay,Golden Bay,2001,Census night population count,Total people,4554,number,Number of people,
Golden Bay,Golden Bay,2006,Census night population count,Total people,4497,number,Number of people,
Golden Bay,Golden Bay,2013,Census night population count,Total people,4563,number,Number of people,
Golden Bay,Golden Bay,2001,Sex for the census usually resident population count,Male,1800,number,Number of people,
Golden Bay,Golden Bay,2001,Sex for the census usually resident population count,Female,1803,number,Number of people,
Golden Bay,Golden Bay,2001,Sex for the census usually resident population count,Total people,3603,number,Number of people,
Golden Bay,Golden Bay,2006,Sex for the census usually resident population count,Male,1842,number,Number of people,
Golden Bay,Golden Bay,2006,Sex for the census usually resident population count,Female,1836,number,Number of people,
Golden Bay,Golden Bay,2006,Sex for the census usually resident population count,Total people,3678,number,Number of people,
Golden Bay,Golden Bay,2013,Sex for the census usually resident population count,Male,1899,number,Number of people,
Golden Bay,Golden Bay,2013,Sex for the census usually resident population count,Female,1854,number,Number of people,
Golden Bay,Golden Bay,2013,Sex for the census usually resident population count,Total people,3756,number,Number of people,
Takaka,Takaka,2001,Census usually resident population count,Total people,1188,number,Number of people,
Takaka,Takaka,2006,Census usually resident population count,Total people,1149,number,Number of people,
Takaka,Takaka,2013,Census usually resident population count,Total people,1236,number,Number of people,
Takaka,Takaka,2001,Census night population count,Total people,1248,number,Number of people,
Takaka,Takaka,2006,Census night population count,Total people,1248,number,Number of people,
Takaka,Takaka,2013,Census night population count,Total people,1383,number,Number of people,
Takaka,Takaka,2001,Sex for the census usually resident population count,Male,582,number,Number of people,
Takaka,Takaka,2001,Sex for the census usually resident population count,Female,603,number,Number of people,
Takaka,Takaka,2001,Sex for the census usually resident population count,Total people,1188,number,Number of people,
Takaka,Takaka,2006,Sex for the census usually resident population count,Male,579,number,Number of people,
Takaka,Takaka,2006,Sex for the census usually resident population count,Female,573,number,Number of people,
Takaka,Takaka,2006,Sex for the census usually resident population count,Total people,1152,number,Number of people,
Takaka,Takaka,2013,Sex for the census usually resident population count,Male,618,number,Number of people,
Takaka,Takaka,2013,Sex for the census usually resident population count,Female,618,number,Number of people,
Takaka,Takaka,2013,Sex for the census usually resident population count,Total people,1236,number,Number of people,
Glenduan,Glenduan,2001,Census usually resident population count,Total people,426,number,Number of people,
Glenduan,Glenduan,2006,Census usually resident population count,Total people,450,number,Number of people,
Glenduan,Glenduan,2013,Census usually resident population count,Total people,477,number,Number of people,
Glenduan,Glenduan,2001,Census night population count,Total people,426,number,Number of people,
Glenduan,Glenduan,2006,Census night population count,Total people,450,number,Number of people,
Glenduan,Glenduan,2013,Census night population count,Total people,480,number,Number of people,
Glenduan,Glenduan,2001,Sex for the census usually resident population count,Male,216,number,Number of people,
